LocationId,Year,White,Latino,Black,Asian,Other,%White,%Latino,%Black,%Asian,%Other,max_race
301,2014,94868.0,36504.0,5920.0,8992.0,3095.0,0.63508,0.24436999999999998,0.03963,0.0602,0.02072,White
301,2015,98181.0,35560.0,6278.0,10218.0,3320.0,0.6393800000000001,0.23158,0.04088,0.06654,0.02162,White
301,2016,99153.0,36751.0,6680.0,11508.0,3341.0,0.62981,0.23344,0.04243,0.0731,0.02122,White
301,2017,100665.0,36971.0,7267.0,12100.0,3796.0,0.62603,0.22991999999999999,0.04519,0.07525,0.02361,White
301,2018,101640.0,37007.0,7260.0,11278.0,4180.0,0.62988,0.22934000000000002,0.044989999999999995,0.06989,0.0259,White
302,2014,57452.0,22048.0,34888.0,10592.0,4798.0,0.44269,0.16989,0.26883,0.08162,0.036969999999999996,White
302,2015,58775.0,21938.0,34403.0,11626.0,5147.0,0.44564,0.16634000000000002,0.26085,0.08815,0.03903,White
302,2016,60654.0,21464.0,35424.0,12476.0,5661.0,0.44703999999999994,0.1582,0.26109,0.09195,0.04172,White
302,2017,62531.0,20639.0,37068.0,13137.0,5828.0,0.44921000000000005,0.14827,0.26629,0.09437000000000001,0.04187,White
302,2018,65504.0,20568.0,35483.0,13150.0,6601.0,0.46356,0.14556,0.25111,0.09306,0.04671,White
303,2014,25799.0,26687.0,79433.0,3449.0,2462.0,0.18717999999999999,0.19362000000000001,0.57631,0.02502,0.01786,Black
303,2015,29774.0,26628.0,77543.0,3197.0,2762.0,0.21281999999999998,0.19033,0.5542600000000001,0.02285,0.01974,Black
